1.474485,0
2.895477,1
4.403135,0
5.567361,1
6.793294,0
8.10206,1
9.444036,0
10.73616,1
12.09924,0
13.75591,0
15.51703,1
16.84843,0
18.42241,0
18.83643,1
19.2506,0
19.84699,1
20.3937,0
20.88616,1
21.38316,0
21.91429,1
22.34682,0
22.81716,1
23.26552,0
23.66312,1
24.22638,0
25.70169,0
27.06677,0
28.41113,0
29.73288,0
31.01262,1
32.47058,1
33.7656,0
35.09093,1
36.20089,0
36.55085,1
37.65323,0
37.88759,1
39.36229,1
40.77283,1
41.86191,0
43.0381,0
44.01822,1
45.46279,1
46.55814,0
47.7675,0
48.39704,0
48.96045,1
50.12699,1
50.77974,1
51.32644,0
52.85842,0
53.39161,1
54.73349,0
55.23118,1
57.03787,0
57.58284,1
59.24047,0
59.78861,1
60.30235,0
60.95322,1
62.16258,0
63.75305,0
64.99763,0
66.24026,0
67.44952,0
68.52634,0
69.62085,0
70.3167,1
72.0077,1
73.2005,1
74.33221,1
75.47617,0
75.79079,1
76.12238,0
76.5052,1
76.87178,0
77.24583,1
77.60925,0
78.03249,1
78.46322,0
78.86082,1
79.25842,0
79.59025,1
79.92723,0
80.31194,1
80.65202,0
81.04902,1
82.8889,0
84.01797,0
85.24654,0
86.36067,0
87.50811,1
88.67072,1
89.34681,0
89.95261,1
90.49931,0
90.9963,1
91.56099,0
92.20952,1
92.74185,0
93.35436,1
