17.87699,1
18.15901,0
18.4409,1
18.72371,0
19.00642,1
19.30857,0
19.55907,1
19.85858,0
20.12554,1
20.40767,0
20.65431,1
20.9691,0
21.25501,1
21.55347,0
21.83516,1
22.12694,0
22.39906,1
22.99546,0
23.59395,1
24.17664,0
24.74106,1
25.30607,0
25.86927,1
26.18559,0
26.46934,1
26.76838,0
27.02658,1
27.63954,1
28.25257,1
28.81586,1
29.37946,1
29.97735,1
30.52405,1
31.1073,1
31.6727,1
32.24031,1
32.82386,1
33.40856,1
33.96053,1
34.52415,1
35.0875,1
35.68386,1
36.24844,1
37.47549,0
37.98906,1
38.52274,0
40.8503,1
41.45316,0
43.17609,1
43.65909,0
45.49158,1
46.0902,0
46.62408,1
47.17767,0
50.09282,1
52.38606,1
54.72089,1
55.30522,0
55.86374,1
56.42777,0
56.99318,1
57.27958,1
57.60426,1
59.28407,1
59.6174,1
59.90886,1
61.59106,1
61.8976,1
62.1993,1
63.94165,1
65.02499,0
66.20141,1
68.51035,1
70.80199,1
73.08817,1
75.73862,1
76.04676,0
76.37908,1
77.08881,1
77.71835,1
78.15108,1
78.66464,1
78.9653,0
79.24964,1
79.89606,1
80.55306,0
81.0335,1
81.61674,0
82.15289,1
82.77232,0
83.26933,1
83.88229,0
84.77694,1
85.07694,0
89.15414,1
89.77241,0
90.31944,1
90.86581,0
91.39595,1
91.71234,0
91.98064,1
92.26817,0
92.55404,1
93.13953,0
93.73593,1
94.3489,0
94.86674,1
95.1836,1
95.46773,1
95.77483,1
96.05647,1
96.3548,0
96.63631,1
96.91794,0
97.233,1
97.52164,0
97.82586,1
98.09261,0
98.39082,1
98.67348,0
