0.8946061,0
2.086716,1
3.433158,0
4.968469,1
6.66448,0
8.387774,1
10.02058,1
11.60387,1
12.92921,1
14.40364,0
16.26331,0
17.7112,0
17.99401,1
18.29214,0
18.62192,1
18.94349,0
19.29139,1
19.60616,0
19.93783,1
20.26883,0
20.60016,1
20.9315,0
21.36271,1
23.17007,0
24.19921,0
25.32917,0
26.48393,0
27.51106,0
28.67098,0
29.30099,0
29.59868,1
29.93683,0
30.21963,1
30.55267,0
30.80426,1
31.12614,0
31.37464,1
32.70389,1
34.34409,1
35.69054,1
36.83356,1
37.91503,0
38.99239,0
40.1357,1
41.42815,0
42.51659,1
43.67606,1
44.85873,1
46.01845,0
47.17839,1
48.25506,0
49.44344,0
50.70315,0
51.50354,1
52.86357,1
53.18589,0
54.72659,0
55.05565,1
56.3317,1
56.64605,0
58.02121,0
59.20101,0
60.3855,0
61.628,0
62.94559,0
64.63724,1
66.26038,1
67.80999,1
69.74887,1
71.90807,0
73.61832,0
75.07077,0
75.36339,1
75.87181,0
76.04564,1
76.52608,0
76.84084,1
77.34077,0
77.68689,1
78.00703,0
78.37157,1
78.7052,0
79.08797,1
79.4384,0
79.77492,1
80.12264,0
80.43741,1
84.68117,0
84.92085,1
86.39732,0
86.60143,1
88.04452,0
88.29782,1
89.72248,0
89.97381,1
91.72987,0
93.02866,0
