17.81886,1
18.39172,1
18.98857,1
19.55216,1
20.11587,1
20.68468,1
21.28371,1
21.84315,1
22.43995,1
22.98625,0
23.61578,1
24.19563,0
24.75888,1
25.32219,0
25.91855,1
26.46525,0
27.04442,1
28.20408,1
29.33476,1
30.44473,1
31.63818,1
32.78175,1
33.91696,1
35.08812,1
36.26881,1
37.51358,1
37.76291,0
38.0294,1
38.29358,0
38.56004,1
40.8628,1
43.13684,1
45.49562,1
46.6055,1
47.79873,1
50.08596,1
52.32286,1
54.68048,1
55.86946,1
57.0148,1
57.30082,0
57.58274,1
59.29643,1
59.59463,0
59.89283,1
61.58312,1
61.88368,0
62.20052,1
63.92484,1
65.04377,1
66.18694,1
74.29615,1
75.44891,1
76.0812,1
76.62482,1
77.20634,1
77.76961,1
78.38747,1
78.93398,1
79.23498,0
79.51833,1
80.11537,1
80.7174,1
81.21385,1
81.50114,0
81.78304,1
82.34751,1
82.92811,1
83.47482,1
83.74691,0
84.06167,1
84.97284,1
85.61894,1
86.19878,1
86.78066,1
87.34416,1
87.94853,1
88.55199,1
89.28913,1
89.95178,0
90.48154,1
91.06165,0
91.59403,1
92.17387,0
93.30215,1
93.93852,0
96.23165,1
96.79767,0
97.44376,1
97.74197,1
98.02577,0
98.61085,1
99.16025,0
99.75703,1
100.0221,0
100.3037,1
100.8889,1
101.4704,0
102.0503,1
102.3406,0
102.6226,1
103.2526,1
